timestamp,user,source_ip,event_type,host,status,country
2026-07-01 00:00:00,user53,203.0.113.13,login_success,WS-001,success,BR
2026-07-01 00:01:00,user25,198.51.100.43,login_success,WS-069,success,NL
2026-07-01 00:02:00,user06,10.0.4.18,login_success,WS-030,success,Internal
2026-07-01 00:02:00,user15,203.0.113.11,login_success,WS-110,success,US
2026-07-01 00:04:00,user39,10.0.1.28,login_success,WS-100,success,Internal
2026-07-01 00:07:00,user09,203.0.113.70,login_failed,WS-094,failure,BR
2026-07-01 00:07:00,user60,10.0.1.17,login_failed,WS-009,failure,Internal
2026-07-01 00:09:00,user16,203.0.113.60,login_failed,WS-045,failure,BR
2026-07-01 00:10:00,user50,10.0.4.18,privilege_change,WS-059,success,Internal
2026-07-01 00:11:00,user60,203.0.113.45,login_failed,WS-042,failure,RU
2026-07-01 00:11:00,user14,198.51.100.15,login_success,WS-110,success,DE
2026-07-01 00:12:00,user12,10.0.3.17,login_success,WS-087,success,Internal
2026-07-01 00:13:00,user58,10.0.4.16,privilege_change,WS-081,success,Internal
2026-07-01 00:13:00,user10,10.0.1.17,login_failed,WS-001,failure,Internal
2026-07-01 00:13:00,user46,203.0.113.50,login_success,WS-115,success,DE
2026-07-01 00:17:00,user29,10.0.1.20,login_success,WS-049,success,Internal
2026-07-01 00:20:00,user23,10.0.4.28,login_success,WS-013,success,Internal
2026-07-01 00:21:00,user15,10.0.4.23,login_success,WS-006,success,Internal
2026-07-01 00:21:00,user40,203.0.113.84,login_success,WS-011,success,DE
2026-07-01 00:22:00,user08,10.0.2.11,login_failed,WS-068,failure,Internal
2026-07-01 00:24:00,user12,198.51.100.63,login_success,WS-035,success,RU
2026-07-01 00:24:00,user11,10.0.2.13,login_failed,WS-034,failure,Internal
2026-07-01 00:24:00,user16,10.0.4.11,login_failed,WS-097,failure,Internal
2026-07-01 00:24:00,user31,203.0.113.99,privilege_change,WS-063,success,BR
2026-07-01 00:26:00,user21,10.0.3.21,login_success,WS-081,success,Internal
2026-07-01 00:26:00,user56,10.0.2.22,login_failed,WS-022,failure,Internal
2026-07-01 00:26:00,user42,10.0.1.21,login_success,WS-103,success,Internal
2026-07-01 00:26:00,user45,10.0.3.23,malware_alert,WS-073,failure,Internal
2026-07-01 00:28:00,user04,10.0.2.14,file_access,WS-091,success,Internal
2026-07-01 00:32:00,user26,203.0.113.88,login_success,WS-014,success,DE
2026-07-01 00:33:00,user36,203.0.113.88,login_success,WS-103,success,DE
2026-07-01 00:33:00,user33,10.0.3.20,privilege_change,WS-052,success,Internal
2026-07-01 00:34:00,user55,198.51.100.99,login_success,WS-022,success,DE
2026-07-01 00:35:00,user48,198.51.100.23,login_success,WS-070,success,US
2026-07-01 00:35:00,user01,203.0.113.72,login_failed,WS-065,failure,RU
2026-07-01 00:35:00,user52,10.0.2.20,login_success,WS-026,success,Internal
2026-07-01 00:37:00,user22,10.0.4.13,login_failed,WS-049,failure,Internal
2026-07-01 00:38:00,user08,10.0.4.27,login_success,WS-044,success,Internal
2026-07-01 00:39:00,user45,10.0.1.29,login_success,WS-002,success,Internal
2026-07-01 00:41:00,user58,198.51.100.77,login_success,WS-111,success,US
2026-07-01 00:42:00,user10,198.51.100.37,login_success,WS-027,success,BR
2026-07-01 00:44:00,user51,10.0.1.24,login_success,WS-108,success,Internal
2026-07-01 00:45:00,user23,10.0.1.16,login_success,WS-086,success,Internal
2026-07-01 00:45:00,user48,198.51.100.76,login_success,WS-112,success,DE
2026-07-01 00:45:00,user29,10.0.2.23,login_success,WS-046,success,Internal
2026-07-01 00:46:00,user33,10.0.3.20,login_success,WS-061,success,Internal
2026-07-01 00:46:00,user09,198.51.100.56,login_failed,WS-049,failure,NL
2026-07-01 00:48:00,user17,10.0.4.22,login_success,WS-118,success,Internal
2026-07-01 00:49:00,user57,10.0.3.27,login_failed,WS-115,failure,Internal
2026-07-01 00:50:00,user50,10.0.3.18,login_success,WS-007,success,Internal
2026-07-01 00:53:00,user54,10.0.2.22,file_access,WS-024,success,Internal
2026-07-01 00:53:00,user50,203.0.113.66,privilege_change,WS-043,success,RU
2026-07-01 00:54:00,user44,10.0.3.22,login_failed,WS-008,failure,Internal
2026-07-01 00:57:00,user19,203.0.113.20,login_success,WS-002,success,NL
2026-07-01 00:57:00,user06,10.0.3.21,login_success,WS-076,success,Internal
2026-07-01 00:57:00,user29,10.0.1.29,login_success,WS-116,success,Internal
2026-07-01 00:58:00,user07,198.51.100.58,login_success,WS-004,success,US
2026-07-01 00:59:00,user30,198.51.100.35,privilege_change,WS-058,success,NL
2026-07-01 01:01:00,user47,10.0.3.14,file_access,WS-016,success,Internal
2026-07-01 01:02:00,user25,10.0.3.26,login_success,WS-001,success,Internal
2026-07-01 01:06:00,user25,203.0.113.64,login_success,WS-108,success,RU
2026-07-01 01:07:00,user13,198.51.100.91,login_success,WS-058,success,NL
2026-07-01 01:07:00,user07,203.0.113.29,login_failed,WS-051,failure,BR
2026-07-01 01:07:00,user55,10.0.3.10,login_success,WS-050,success,Internal
2026-07-01 01:08:00,user51,10.0.2.19,login_success,WS-037,success,Internal
2026-07-01 01:11:00,user26,10.0.1.14,login_success,WS-113,success,Internal
2026-07-01 01:11:00,user03,198.51.100.87,login_failed,WS-116,failure,US
2026-07-01 01:12:00,user11,10.0.4.13,login_success,WS-047,success,Internal
2026-07-01 01:12:00,user10,10.0.2.28,login_success,WS-070,success,Internal
2026-07-01 01:13:00,user31,10.0.2.21,file_access,WS-009,success,Internal
2026-07-01 01:14:00,user14,198.51.100.52,malware_alert,WS-115,failure,US
2026-07-01 01:16:00,user18,10.0.2.24,login_success,WS-017,success,Internal
2026-07-01 01:17:00,user25,10.0.3.29,login_failed,WS-026,failure,Internal
2026-07-01 01:19:00,user54,198.51.100.37,login_success,WS-078,success,NL
2026-07-01 01:20:00,user28,10.0.1.25,login_success,WS-018,success,Internal
2026-07-01 01:20:00,user30,198.51.100.65,login_failed,WS-015,failure,BR
2026-07-01 01:21:00,user21,203.0.113.15,login_failed,WS-073,failure,NL
2026-07-01 01:21:00,user44,10.0.2.18,login_success,WS-087,success,Internal
2026-07-01 01:21:00,user43,198.51.100.17,login_success,WS-109,success,NL
2026-07-01 01:23:00,user16,10.0.4.27,login_failed,WS-084,failure,Internal
2026-07-01 01:23:00,user23,10.0.3.14,login_success,WS-093,success,Internal
2026-07-01 01:25:00,user26,198.51.100.78,login_success,WS-102,success,DE
2026-07-01 01:29:00,user47,10.0.4.22,login_success,WS-061,success,Internal
2026-07-01 01:29:00,user17,10.0.2.15,login_success,WS-069,success,Internal
2026-07-01 01:31:00,user33,10.0.4.26,login_success,WS-014,success,Internal
2026-07-01 01:32:00,user05,10.0.4.25,login_failed,WS-119,failure,Internal
2026-07-01 01:32:00,user13,10.0.4.12,login_success,WS-081,success,Internal
2026-07-01 01:34:00,user30,198.51.100.72,file_access,WS-092,success,DE
2026-07-01 01:34:00,user26,10.0.3.18,login_success,WS-096,success,Internal
2026-07-01 01:35:00,user45,198.51.100.96,login_success,WS-018,success,DE
2026-07-01 01:36:00,user31,10.0.4.22,login_success,WS-037,success,Internal
2026-07-01 01:37:00,user20,198.51.100.88,login_failed,WS-081,failure,DE
2026-07-01 01:39:00,user08,10.0.3.12,login_success,WS-099,success,Internal
2026-07-01 01:41:00,user14,198.51.100.42,login_success,WS-119,success,NL
2026-07-01 01:41:00,user28,198.51.100.97,login_success,WS-067,success,US
2026-07-01 01:42:00,user22,198.51.100.68,file_access,WS-110,success,BR
2026-07-01 01:42:00,user17,10.0.3.26,file_access,WS-051,success,Internal
2026-07-01 01:44:00,user31,10.0.4.29,login_success,WS-083,success,Internal
2026-07-01 01:48:00,user55,10.0.4.28,file_access,WS-027,success,Internal
2026-07-01 01:48:00,user25,203.0.113.15,login_success,WS-095,success,RU
2026-07-01 01:49:00,user38,10.0.3.24,file_access,WS-071,success,Internal
2026-07-01 01:49:00,user52,203.0.113.89,login_success,WS-089,success,NL
2026-07-01 01:51:00,user22,10.0.3.28,login_success,WS-088,success,Internal
2026-07-01 01:51:00,user08,10.0.1.27,login_failed,WS-040,failure,Internal
2026-07-01 01:52:00,user05,10.0.3.14,login_success,WS-063,success,Internal
2026-07-01 01:54:00,user48,10.0.3.16,login_success,WS-043,success,Internal
2026-07-01 01:56:00,user28,203.0.113.30,login_success,WS-089,success,DE
2026-07-01 01:57:00,user28,10.0.2.24,login_success,WS-028,success,Internal
2026-07-01 01:58:00,user35,198.51.100.59,file_access,WS-096,success,DE
2026-07-01 01:58:00,user46,10.0.2.15,login_failed,WS-022,failure,Internal
2026-07-01 02:01:00,user07,10.0.2.21,login_success,WS-004,success,Internal
2026-07-01 02:02:00,user41,198.51.100.45,login_success,WS-086,success,US
2026-07-01 02:03:00,user02,10.0.2.11,login_success,WS-035,success,Internal
2026-07-01 02:05:00,user42,203.0.113.57,login_success,WS-060,success,NL
2026-07-01 02:06:00,user37,203.0.113.67,privilege_change,WS-037,success,RU
2026-07-01 02:06:00,user08,10.0.2.18,login_success,WS-089,success,Internal
2026-07-01 02:07:00,user05,10.0.4.26,login_success,WS-064,success,Internal
2026-07-01 02:10:00,user15,198.51.100.77,login_failed,WS-037,failure,US
2026-07-01 02:11:00,user05,203.0.113.72,login_success,WS-007,success,RU
2026-07-01 02:11:00,user49,10.0.1.23,login_success,WS-027,success,Internal
2026-07-01 02:11:00,user52,10.0.4.26,malware_alert,WS-032,failure,Internal
2026-07-01 02:12:00,user14,203.0.113.93,file_access,WS-085,success,DE
2026-07-01 02:12:00,user03,10.0.1.21,login_success,WS-024,success,Internal
2026-07-01 02:17:00,user21,198.51.100.27,login_success,WS-089,success,DE
2026-07-01 02:17:00,user19,10.0.2.29,login_success,WS-059,success,Internal
2026-07-01 02:17:00,user16,10.0.4.19,login_success,WS-027,success,Internal
2026-07-01 02:18:00,user24,203.0.113.97,privilege_change,WS-066,success,NL
2026-07-01 02:18:00,user27,198.51.100.60,login_failed,WS-093,failure,DE
2026-07-01 02:18:00,user09,10.0.2.25,login_failed,WS-105,failure,Internal
2026-07-01 02:18:00,user21,10.0.2.19,login_success,WS-038,success,Internal
2026-07-01 02:19:00,user31,203.0.113.81,login_success,WS-108,success,US
2026-07-01 02:20:00,user38,198.51.100.84,login_failed,WS-010,failure,NL
2026-07-01 02:22:00,user06,10.0.3.14,login_success,WS-118,success,Internal
2026-07-01 02:23:00,user10,10.0.4.12,login_success,WS-120,success,Internal
2026-07-01 02:23:00,user28,10.0.3.13,login_success,WS-064,success,Internal
2026-07-01 02:26:00,user30,10.0.3.23,login_failed,WS-083,failure,Internal
2026-07-01 02:26:00,user01,10.0.3.28,login_success,WS-019,success,Internal
2026-07-01 02:26:00,user21,10.0.3.21,file_access,WS-043,success,Internal
2026-07-01 02:27:00,user04,10.0.3.29,login_success,WS-025,success,Internal
2026-07-01 02:27:00,user09,10.0.3.22,login_success,WS-053,success,Internal
2026-07-01 02:28:00,user17,10.0.4.24,login_success,WS-093,success,Internal
2026-07-01 02:30:00,user08,10.0.1.26,login_success,WS-026,success,Internal
2026-07-01 02:31:00,user56,198.51.100.67,login_success,WS-004,success,NL
2026-07-01 02:32:00,user59,203.0.113.70,login_failed,WS-026,failure,NL
2026-07-01 02:33:00,user19,203.0.113.32,file_access,WS-087,success,RU
2026-07-01 02:34:00,user25,203.0.113.87,login_failed,WS-068,failure,RU
2026-07-01 02:36:00,user48,10.0.1.19,login_success,WS-020,success,Internal
2026-07-01 02:38:00,user27,10.0.1.14,file_access,WS-114,success,Internal
2026-07-01 02:40:00,user46,10.0.3.29,login_failed,WS-012,failure,Internal
2026-07-01 02:41:00,user10,203.0.113.34,login_success,WS-104,success,DE
2026-07-01 02:42:00,user07,10.0.2.18,login_success,WS-072,success,Internal
2026-07-01 02:43:00,user38,10.0.4.13,login_success,WS-030,success,Internal
2026-07-01 02:44:00,user42,10.0.4.20,login_success,WS-068,success,Internal
2026-07-01 02:51:00,user39,203.0.113.85,file_access,WS-060,success,BR
2026-07-01 02:54:00,user14,203.0.113.64,login_success,WS-094,success,BR
2026-07-01 02:55:00,user57,10.0.3.11,login_success,WS-102,success,Internal
2026-07-01 02:55:00,user42,198.51.100.40,login_success,WS-089,success,RU
2026-07-01 02:57:00,user27,10.0.4.19,login_failed,WS-096,failure,Internal
2026-07-01 02:58:00,user11,198.51.100.18,login_success,WS-096,success,RU
2026-07-01 02:59:00,user28,10.0.3.19,login_success,WS-096,success,Internal
2026-07-01 03:02:00,user07,198.51.100.35,file_access,WS-008,success,US
2026-07-01 03:03:00,user08,10.0.2.23,login_failed,WS-029,failure,Internal
2026-07-01 03:05:00,user23,203.0.113.73,file_access,WS-078,success,DE
2026-07-01 03:05:00,user47,10.0.4.10,login_failed,WS-102,failure,Internal
2026-07-01 03:05:00,user09,10.0.2.29,login_failed,WS-105,failure,Internal
2026-07-01 03:06:00,user28,203.0.113.44,login_failed,WS-032,failure,NL
2026-07-01 03:07:00,user11,10.0.1.13,login_failed,WS-090,failure,Internal
2026-07-01 03:12:00,user13,198.51.100.46,login_success,WS-079,success,US
2026-07-01 03:14:00,user55,203.0.113.40,login_success,WS-005,success,BR
2026-07-01 03:14:00,user42,10.0.2.29,login_failed,WS-085,failure,Internal
2026-07-01 03:16:00,user57,203.0.113.84,login_success,WS-082,success,BR
2026-07-01 03:17:00,user19,198.51.100.31,login_success,WS-048,success,DE
2026-07-01 03:18:00,user14,10.0.1.16,login_success,WS-084,success,Internal
2026-07-01 03:19:00,user11,203.0.113.65,login_success,WS-054,success,US
2026-07-01 03:19:00,user40,10.0.1.25,login_success,WS-063,success,Internal
2026-07-01 03:19:00,user34,198.51.100.69,file_access,WS-056,success,US
2026-07-01 03:21:00,user39,198.51.100.73,file_access,WS-114,success,RU
2026-07-01 03:24:00,user31,10.0.4.17,login_success,WS-112,success,Internal
2026-07-01 03:26:00,user33,203.0.113.22,file_access,WS-106,success,US
2026-07-01 03:26:00,user19,10.0.4.28,login_failed,WS-082,failure,Internal
2026-07-01 03:28:00,user04,198.51.100.91,login_failed,WS-094,failure,US
2026-07-01 03:31:00,user14,10.0.2.19,login_success,WS-103,success,Internal
2026-07-01 03:32:00,user04,10.0.4.25,login_success,WS-113,success,Internal
2026-07-01 03:36:00,user11,198.51.100.22,login_success,WS-114,success,NL
2026-07-01 03:37:00,user45,203.0.113.80,login_failed,WS-069,failure,BR
2026-07-01 03:38:00,user16,10.0.2.25,login_success,WS-092,success,Internal
2026-07-01 03:38:00,user40,10.0.4.24,login_success,WS-084,success,Internal
2026-07-01 03:39:00,user48,10.0.1.25,login_success,WS-100,success,Internal
2026-07-01 03:40:00,user10,198.51.100.88,login_success,WS-026,success,DE
2026-07-01 03:43:00,user19,10.0.1.12,privilege_change,WS-030,success,Internal
2026-07-01 03:44:00,user51,10.0.3.11,login_failed,WS-106,failure,Internal
2026-07-01 03:45:00,user47,10.0.4.18,privilege_change,WS-017,success,Internal
2026-07-01 03:46:00,user58,10.0.4.22,login_success,WS-088,success,Internal
2026-07-01 03:46:00,user35,203.0.113.83,login_success,WS-036,success,DE
2026-07-01 03:47:00,user39,203.0.113.78,file_access,WS-032,success,US
2026-07-01 03:49:00,user25,203.0.113.22,login_failed,WS-119,failure,RU
